account_id,customer_id,account_type,account_number,opening_date,balance
439,182,Savings,GB79RPZL56114068526305,2021-02-20,59618
440,73,Savings,GB83RQKZ60509462782782,2019-12-22,37446
441,954,Checking,GB16CQGM39913560931611,2023-10-17,30185
442,509,Savings,GB25GHNX95981985915809,2023-05-09,34763
443,965,Savings,GB79VUEI13575304017477,2022-11-10,22466
444,4,Credit Card,GB22JEGV89158528160702,2024-04-04,62446
445,748,Credit Card,GB39BSEI03862807163933,2022-10-30,23416
446,315,Savings,GB03CDLW22418205489462,2024-09-13,6381
447,996,Checking,GB35MRKX43361076738155,2020-06-28,59673
448,922,Savings,GB28VNJP33123819546286,2021-10-15,98014
449,290,Credit Card,GB14EKMY32438432742336,2019-11-09,73722
450,412,Savings,GB79SJIS45904098995126,2022-05-29,65762
451,15,Checking,GB76AKWJ21162409610137,2021-01-27,35945
452,648,Checking,GB87QGMN36444746738702,2023-09-15,9073
453,543,Credit Card,GB22IUXN79348759268162,2022-12-09,23637
454,237,Credit Card,GB51ZPIN77906441852680,2024-02-13,75702
455,317,Credit Card,GB85KMOS58229889431560,2020-03-12,58156
456,592,Credit Card,GB92VOFQ14480498050056,2023-06-17,66302
457,102,Credit Card,GB94ZNNI54753730205053,2022-01-17,19667
458,904,Savings,GB68KQDB59948536231597,2022-11-25,90926
459,423,Credit Card,GB21MGLP78432535441794,2023-08-24,17490
460,35,Savings,GB86IGAB42521927174935,2021-06-25,62466
461,602,Savings,GB59GEZU34473968856217,2024-07-29,44599
462,567,Checking,GB30UFAX59673968244853,2021-10-01,88877
463,133,Checking,GB96IALW71621321416060,2021-04-28,97084
464,53,Savings,GB60JTUV22091761277820,2022-05-25,89275
465,770,Checking,GB70PAGJ68630292229366,2022-11-09,74796
466,997,Savings,GB83QKQE26044402438928,2020-07-05,22917
467,871,Savings,GB22JLER52457674120803,2022-09-25,60273
468,780,Credit Card,GB51PSRQ64631747662104,2021-04-22,12279
469,668,Checking,GB36LOTA43656001759942,2024-03-21,11271
470,797,Credit Card,GB95CJEL50191833543029,2020-01-01,84134
471,39,Savings,GB89DSJF67197144155524,2020-10-25,2555
472,42,Checking,GB59ABKU19308920808278,2024-02-12,27971
473,352,Savings,GB81ZTIG96890711703421,2021-03-18,50023
474,845,Savings,GB13AMTY57318372945722,2022-02-05,18240
475,768,Savings,GB91NRZJ00932968921257,2023-08-28,71440
476,747,Credit Card,GB21YZME73041138022758,2024-06-05,25574
477,80,Credit Card,GB88HDMB66250021732905,2022-10-29,58823
478,585,Credit Card,GB15PHAT69411072874575,2021-05-17,79686
479,511,Savings,GB57PXLQ87916745708561,2021-09-20,83253
480,223,Credit Card,GB22CGHY37121307349798,2021-10-01,81318
481,593,Credit Card,GB94OBHG28369988096258,2024-04-25,2353
482,793,Checking,GB84HNIL74983789142935,2024-04-18,17426
483,365,Credit Card,GB32GVOM94512141774583,2022-10-09,97465
484,764,Savings,GB54JXXJ53073571240213,2024-03-03,31835
485,217,Checking,GB22SDVG42589959000161,2020-04-26,36812
486,768,Savings,GB57RYGT46144122915004,2024-03-30,3759
487,671,Credit Card,GB61ERSZ21352093400474,2022-07-24,94049
488,922,Savings,GB94NGGP86206636784968,2023-11-20,82288
489,415,Checking,GB45YJJT93147707213179,2022-04-28,25400
490,845,Savings,GB69GFXP49957689692337,2023-10-15,86125
491,436,Checking,GB74RGPF83075807146444,2022-01-18,99688
492,439,Checking,GB04AFIK80406743075031,2020-04-25,34608
493,719,Savings,GB59BYHF14696432038648,2023-09-08,3165
494,954,Credit Card,GB41CHIG44327952463327,2023-05-19,77377
495,695,Checking,GB76AWER43395371342969,2022-05-17,32252
496,868,Credit Card,GB12ONRF50190017862465,2023-06-23,93437
497,589,Savings,GB04AUTZ48766863925616,2022-11-27,62699
498,395,Credit Card,GB40RSUP30769125030484,2023-01-05,94364
499,157,Savings,GB79NHZF85365642411159,2020-11-18,31995
500,86,Checking,GB28PKBF12629967074489,2022-04-04,71236
501,446,Credit Card,GB13XSWK13007917253618,2021-07-25,79150
502,835,Credit Card,GB17ZROQ02368638157908,2023-03-26,95942
503,651,Credit Card,GB19YANK83953597214993,2022-05-20,25018
504,449,Credit Card,GB22MCEK78960490440935,2023-05-27,75488
505,185,Credit Card,GB88BTSR87089247929326,2023-06-08,30659
506,727,Checking,GB72WNYC69923521992930,2020-10-04,50962
507,784,Credit Card,GB93SHIS00024018915504,2024-05-07,90584
508,96,Savings,GB27EBDW93396465555008,2023-06-24,44742
509,721,Credit Card,GB27KXQN90487539249357,2022-09-07,55228
510,10,Savings,GB97FSFX92720315765744,2019-11-10,6018
511,682,Savings,GB23AGPP53523922385764,2020-09-11,51563
512,531,Credit Card,GB04QRKO14583548993014,2020-03-06,98412
513,206,Checking,GB31NXDM00794877515482,2024-07-01,95142
514,434,Credit Card,GB17YJAK78961400190067,2021-01-29,98026
515,971,Credit Card,GB26XKOO31175445933304,2023-10-18,84706
516,216,Savings,GB64WJOY99481132522118,2024-01-11,57100
517,154,Credit Card,GB64ZSWA16821806027562,2024-01-24,57599
518,671,Checking,GB78MBKO33004201465790,2023-11-02,28464
519,15,Checking,GB06YCXG98307228529737,2023-05-06,23775
520,473,Credit Card,GB69YVMQ76147258224043,2023-09-29,30109
521,407,Credit Card,GB11SFQU92491240980876,2020-01-25,56833
522,812,Credit Card,GB22DKXS82041933076668,2023-03-20,32681
523,812,Checking,GB86DDVW87335471507989,2021-02-18,26417
524,694,Credit Card,GB28DCFX72409852037937,2019-12-13,31063
525,490,Checking,GB92MPOT93525339824332,2024-02-14,14258
526,683,Savings,GB12EIBO28700165241064,2024-09-07,87450
527,896,Checking,GB79KNIY86837863930765,2021-03-26,51878
528,902,Checking,GB54NKWY01254077747254,2023-12-06,64909
529,555,Checking,GB15CLUQ26398001077473,2021-08-07,93195
530,500,Credit Card,GB26NWAB31282462421758,2021-11-29,79467
531,91,Savings,GB48HMSA70699887620131,2020-08-31,23059
532,929,Credit Card,GB83SRLP77312375744143,2022-03-30,58509
533,830,Credit Card,GB66SMXU85595491922403,2020-05-18,27073
534,574,Checking,GB36JCAS52298735500599,2023-05-28,20707
535,154,Checking,GB62VERN25299182449351,2022-02-18,44770
536,525,Savings,GB51HJYR34717811620856,2020-02-19,91724
537,881,Credit Card,GB94ZSKM53927154103397,2024-08-11,51574
538,921,Credit Card,GB09LUFC97030365007962,2020-06-26,23985
539,572,Savings,GB25XZDU17422596039913,2020-09-28,34481
540,335,Checking,GB05FAMM97265375501936,2021-05-21,22824
541,984,Checking,GB83TETE08035881468070,2020-08-22,45786
542,347,Savings,GB81LYXE95589342093794,2020-02-11,57336
543,220,Checking,GB27JDIU62332077613277,2024-09-06,66581
544,708,Checking,GB89FZRS13000437027211,2020-06-27,60627
545,297,Checking,GB08WDTV95831062924300,2020-02-02,89865
546,801,Checking,GB60RKBE32408579422162,2024-02-21,15177
547,925,Credit Card,GB12DIJQ46798303098523,2021-12-10,18997
548,690,Savings,GB39KGKY91848726988312,2023-10-20,6522
549,989,Checking,GB50OBAB18778352260401,2021-02-10,76375
550,705,Credit Card,GB49OHNT99262069626326,2019-12-16,66240
551,246,Savings,GB83ZVKT56543539011863,2021-11-07,4092
552,436,Checking,GB23ZMER59202058876830,2020-06-29,8986
553,45,Checking,GB32NBTW45894148100708,2019-12-07,99724
554,314,Checking,GB70QYHQ93846765492285,2023-12-18,76151
555,451,Credit Card,GB35SBWX33292291960478,2020-06-27,45898
556,793,Savings,GB40AQZX66575866064264,2021-09-04,41953
557,713,Savings,GB52WZYA74399575113902,2021-10-13,21886
558,109,Credit Card,GB02MKFV84047588853900,2023-05-24,78143
559,132,Savings,GB86VSHN53480748203812,2019-11-05,15158
560,612,Credit Card,GB04CITW79786675022302,2022-07-17,97746
561,477,Checking,GB93TKRP06329760497710,2023-02-26,71747
562,424,Savings,GB28KMBP13113951911140,2021-08-31,5552
563,585,Checking,GB92ARUF82462030340086,2020-04-28,68302
564,258,Credit Card,GB41DQTL34156698331409,2023-01-12,63500
565,162,Savings,GB33SODK71940781925711,2020-09-19,17715
566,819,Checking,GB59LKBS68445358800660,2020-07-29,12621
567,681,Savings,GB62DVVN13271311475782,2021-10-23,19845
568,781,Savings,GB18QCBO37005345473789,2023-12-22,83750
569,608,Savings,GB36YRHX07127250445394,2023-12-23,58538
570,422,Checking,GB54HISO86885813093912,2021-10-30,10333
571,844,Credit Card,GB71DWJQ22401074968756,2022-01-24,79746
572,532,Checking,GB31TRUT34185230062136,2023-10-31,55340
573,342,Checking,GB31CMHX77345932165815,2021-04-28,73449
574,592,Credit Card,GB39BRMW49882355430707,2020-10-29,89528
575,892,Checking,GB42URSH27557560300795,2021-05-27,22941
576,744,Savings,GB67XUTD70619658046531,2023-04-08,13751
577,823,Checking,GB38NPQX82418672138570,2023-10-15,94679
578,90,Savings,GB64HDFK98420765569250,2024-07-04,81146
579,434,Checking,GB23XBOQ44784212469975,2023-03-03,71082
580,541,Savings,GB37NSLX87633565781920,2020-02-25,75127
581,361,Credit Card,GB56SQHJ66311686871040,2024-07-05,23038
582,606,Credit Card,GB38QORD02651141199517,2022-03-05,3839
583,643,Checking,GB20IUHY61807738441775,2021-07-24,55589
584,326,Credit Card,GB59ETOA55882305083521,2021-03-21,91003
585,386,Checking,GB75YOZW25216541419503,2020-07-05,66784
586,99,Savings,GB50CEJL58707964407063,2022-07-15,22779
587,312,Checking,GB32LXIT12046177067259,2021-08-15,33077
588,959,Checking,GB35BKIB27503122421224,2021-04-21,70478
589,379,Savings,GB73TGDC08783990068218,2023-08-21,13166
590,378,Savings,GB88GGTZ17306583369990,2022-06-25,3495
591,818,Savings,GB64MPJP64483545600253,2023-05-04,86084
592,937,Savings,GB72MDNO54661305889030,2022-10-30,9527
593,548,Checking,GB44SBJZ13424497115535,2024-03-22,51136
594,798,Credit Card,GB61PVCL26816330755275,2024-02-08,82787
595,85,Checking,GB15IBQM74964344287652,2019-11-19,98885
596,724,Checking,GB92GALH03743615103031,2020-03-18,29063
597,530,Checking,GB29OEOY50287519795138,2024-04-08,17350
598,37,Credit Card,GB73WWRL15233863466085,2019-12-15,68903
599,17,Credit Card,GB46NPHH30988144200649,2021-04-27,35314
600,601,Credit Card,GB77QSZP08707569960731,2023-02-16,36334
601,672,Savings,GB89PNPS90821168790715,2021-08-16,36144
602,206,Credit Card,GB53ARJI50113440627917,2021-05-09,93647
603,725,Checking,GB13YALZ92891615816808,2023-11-22,60817
604,534,Savings,GB47QMER39934345373513,2023-01-28,92623
605,974,Savings,GB74GRWX12855684837211,2023-11-25,64903
606,310,Credit Card,GB58DOYP78125295464266,2023-07-13,48019
607,821,Savings,GB02SFML04414257956021,2021-08-06,94976
608,589,Savings,GB46OIOO13144726518515,2022-10-27,71769
609,460,Savings,GB22EKBA69116140029360,2020-02-25,60043
610,361,Savings,GB61LNIH25388604084808,2021-09-10,3617
611,997,Credit Card,GB20MJWC29425867965963,2020-08-10,45279
612,770,Credit Card,GB33ZVJG25078059160234,2021-06-05,15203
613,624,Savings,GB36RCTL51400686621273,2019-12-23,94093
614,87,Checking,GB79ZDRH06945133523074,2021-06-20,61694
615,86,Credit Card,GB56AHUU53473462598446,2023-08-11,7286
616,437,Credit Card,GB83FQGH99627367680098,2021-05-05,78842
617,815,Savings,GB29QQRK70744200623692,2023-10-26,92168
618,673,Checking,GB85TAQT39716532038213,2021-03-09,94796
619,625,Checking,GB56TDVN97006830711949,2020-04-12,11476
620,912,Credit Card,GB60ELMC47920453372770,2020-01-27,26063
621,751,Savings,GB78DHHJ65738080139756,2023-04-06,61014
622,323,Credit Card,GB71QXAL97521113160378,2020-11-27,30530
623,673,Checking,GB42CDTB19572662327519,2020-04-23,35093
624,911,Checking,GB18YNQK16731507708213,2022-03-10,60398
625,512,Checking,GB43SXAB78099101938144,2021-09-15,46439
626,762,Checking,GB39ZDYW59168335224465,2021-08-16,92955
627,944,Checking,GB60XSQK09705142781418,2021-09-28,47778
628,499,Checking,GB62VLQO38653387176764,2022-03-13,7612
629,54,Savings,GB93XPTB94925918757624,2024-03-08,32276
630,563,Savings,GB02SVMM54887194706706,2021-05-06,83987
631,641,Checking,GB54AAXM48662703701314,2023-04-06,11943
632,22,Checking,GB35KDKT56837890326721,2023-05-20,44835
633,826,Savings,GB28KAZK58513193054629,2019-11-29,81327
634,601,Credit Card,GB63XPFL43535925212396,2021-10-13,75466
635,252,Credit Card,GB85ODVU78160271554321,2020-12-30,67511
636,908,Checking,GB07RQHL13480034963900,2023-09-11,62952
637,66,Savings,GB60QNJS54202674251603,2021-09-08,87291
638,112,Credit Card,GB94FOHC35292039559294,2020-06-13,5490
639,380,Savings,GB68AKTQ19302633984381,2019-10-13,37726
640,261,Credit Card,GB82EVOT23711035016601,2024-02-08,11356
641,75,Credit Card,GB21EIBU87094414559005,2021-01-03,28452
642,295,Savings,GB78WOWD45359949143853,2019-10-29,44416
643,193,Savings,GB81YHDC92179535586867,2023-10-02,39869
644,720,Savings,GB24UXTL08310983836006,2024-04-21,90581
645,572,Credit Card,GB37VJDO65262546108249,2021-11-18,68222
646,860,Credit Card,GB89CZSK12667195477007,2022-11-01,43995
647,534,Credit Card,GB59NSKQ23653113556800,2024-04-19,61937
648,444,Credit Card,GB18TCNA00863881964789,2023-07-18,7728
649,461,Checking,GB51VKME54784731719388,2023-05-19,61862
650,838,Credit Card,GB27YKYS96266119815044,2021-09-14,91709
651,780,Savings,GB49KXDD67552172542774,2020-06-18,67716
652,244,Credit Card,GB27KHLT05838871684399,2020-12-05,38071
653,876,Credit Card,GB31CJVK83485108621434,2020-07-05,77372
654,494,Credit Card,GB18BWJF73721564369345,2020-08-30,44329
655,341,Checking,GB20HZVR94169614138182,2023-04-09,48804
656,679,Credit Card,GB91BTAP28744985045408,2023-03-01,59938
657,82,Credit Card,GB62QXLO11013870077994,2020-02-26,59744
658,106,Savings,GB47LFOW25316513825255,2023-11-09,66769
659,707,Checking,GB28QMGK71130942080497,2024-07-10,28018
660,425,Credit Card,GB77UKSH61655018506233,2021-05-01,64125
661,182,Checking,GB49FMSO58964584395994,2023-12-12,85861
662,698,Savings,GB83SGCV68238699833961,2019-11-05,61687
663,618,Checking,GB71VVXE48368915617136,2020-05-02,64893
664,300,Credit Card,GB17SWSC61900122239826,2024-05-07,13390
665,385,Savings,GB86TIKH09148641307590,2021-03-01,65528
666,286,Savings,GB09WWYA52798723368529,2023-04-13,99506
667,935,Savings,GB19EJPB88807539818253,2021-04-26,45637
668,873,Savings,GB98RRRC40980624941427,2021-06-16,16499
669,919,Credit Card,GB32LZFK86809042580873,2021-04-22,49694
670,900,Savings,GB56GIYO15608404275989,2020-04-28,75752
671,271,Savings,GB21HXBR06518898752620,2024-01-01,99413
672,166,Checking,GB86IPQC94330758857054,2019-12-18,71008
673,215,Checking,GB53WGGM94440587109554,2022-07-14,49529
674,38,Checking,GB60FNFA19723665902046,2022-02-22,86481
675,932,Savings,GB10EEGL61145736354658,2023-07-01,56167
676,967,Savings,GB03SZPH38030994742200,2023-12-24,43818
677,10,Savings,GB50IFVB53088294133077,2024-04-02,48120
678,381,Savings,GB23UVFQ24183688915897,2022-12-20,71760
679,668,Credit Card,GB71XPNO62985174123862,2021-03-01,24130
680,957,Credit Card,GB67OWKU70071374193344,2022-06-27,88450
681,178,Checking,GB26ODAV66181021026373,2021-02-06,49642
682,602,Checking,GB76VVNS90530324412552,2020-04-18,13588
683,62,Checking,GB60IPGE57739345592612,2020-04-08,56436
684,537,Savings,GB72GCYG62317966226252,2021-06-18,66920
685,516,Credit Card,GB88BJFW32327943376906,2023-06-16,27028
686,315,Checking,GB87AQFO91773751157743,2019-12-18,21588
687,610,Checking,GB02CFOG33933294989227,2022-08-17,27625
688,498,Credit Card,GB98ZPFK13094730225284,2019-12-09,90927
689,652,Checking,GB98ZNPR83063435011837,2022-06-23,86632
690,256,Savings,GB36SQFS85251121007990,2023-11-09,51592
691,144,Checking,GB91FFKQ95977584753150,2021-01-09,41830
692,487,Checking,GB07QCDO27284759358057,2024-01-22,42537
693,252,Savings,GB16TFPC26311930248608,2022-01-28,22746
694,910,Checking,GB24VPIP10806565540631,2022-11-24,34874
695,413,Credit Card,GB20FOGP58966498635769,2021-11-11,24437
696,620,Credit Card,GB91OHUU39831406300296,2023-11-04,74933
697,561,Savings,GB27SDWS96812941747923,2024-06-11,80717
698,243,Checking,GB02CYQT60003407599946,2022-05-31,3064
699,472,Checking,GB18FQRD78945934203610,2024-03-22,17468
700,962,Credit Card,GB58NTCB78098422261120,2022-10-18,63695
701,826,Credit Card,GB31MQXA00669762264133,2022-08-12,69383
702,51,Credit Card,GB10KBEB61125285904602,2020-12-06,71419
703,66,Credit Card,GB09TXTJ73257240369292,2020-08-25,60452
704,818,Checking,GB53WRAN00173920003392,2022-11-26,34863
705,551,Savings,GB81BRSN26597298860796,2023-06-04,27814
706,454,Credit Card,GB76LWVD35859919692989,2022-12-11,5239
707,932,Savings,GB38NXGD26930637672761,2020-11-02,12411
708,85,Savings,GB37FPIM60741787101656,2024-07-11,99925
709,282,Savings,GB57BLFC69198038263891,2024-05-04,27591
710,261,Savings,GB54CRAI86722828842970,2022-07-18,86478
711,19,Savings,GB21XAHF48051308209231,2020-04-05,3680
712,232,Savings,GB25MPZX64242926110312,2022-04-05,4615
713,378,Credit Card,GB85XZBZ83515308018957,2022-05-02,94039
714,981,Credit Card,GB70MOUH36684926371437,2021-02-01,59936
715,646,Credit Card,GB80JQYU20204460932593,2022-05-14,40036
716,278,Credit Card,GB28QDPV45076809690709,2024-07-04,95545
717,731,Savings,GB64PMSU79023501619339,2022-03-15,84907
718,136,Checking,GB25ANBG48598582887254,2021-04-18,39510
719,930,Savings,GB86ZYOH53714774872533,2022-01-10,37034
720,557,Checking,GB60TVZZ07841987169587,2024-01-15,69950
721,302,Savings,GB86BMBC01148342630378,2023-01-13,10822
722,548,Credit Card,GB79FPGL69900369187308,2020-05-06,81012
723,499,Checking,GB93TWJA74391433366909,2021-03-06,52080
724,553,Savings,GB81URVT62780557475581,2020-03-31,60657
725,746,Savings,GB15IWII98433894161522,2021-05-24,27133
726,85,Savings,GB62GNOK62531257502829,2021-06-12,21991
727,248,Savings,GB20VEAX75989024583555,2023-06-28,48907
728,709,Checking,GB65LZOC02936633335150,2023-08-26,31598
729,235,Savings,GB43REOZ34322003384848,2021-01-13,52805
730,8,Credit Card,GB14WBCN77298415821267,2020-04-16,40752
731,186,Checking,GB31DRLA35902559121186,2022-01-27,19542
732,533,Credit Card,GB41IXGQ35916350963980,2024-04-23,58881
733,279,Checking,GB37FKJU32923902553308,2020-07-08,85585
734,503,Credit Card,GB58TSIN17730834003512,2020-07-21,10707
735,238,Credit Card,GB11OJEU94549398388853,2024-03-16,55161
736,800,Credit Card,GB58DXCY12082762808712,2023-01-17,31633
737,224,Savings,GB20GZHK72235119451445,2022-01-25,44036
738,720,Credit Card,GB11CKJX63863990613642,2019-12-30,5694
739,87,Savings,GB91MFCU26298361638137,2022-05-13,35546
740,564,Savings,GB56WMAM19418992892772,2020-02-12,82016
741,784,Savings,GB89YTYL74257089625012,2023-04-27,52631
742,518,Credit Card,GB23LAAI48494084721155,2023-05-06,68657
743,112,Savings,GB49BAEF81946017228297,2024-03-12,83613
744,994,Credit Card,GB07FNWO06717718548808,2019-11-04,79268
745,170,Savings,GB06YGVY61369909663263,2021-10-24,28795
746,740,Savings,GB32HNPH16446381837460,2020-12-24,86495
747,381,Checking,GB58YXMT47745359962969,2019-10-18,77286
748,381,Savings,GB81NLXA07987638879307,2020-11-28,23456
749,406,Checking,GB98LYNN89741188104658,2024-01-01,21247
750,353,Savings,GB32FFPP51766073909337,2021-08-02,32669
751,886,Checking,GB66AKEF65297452835621,2019-12-23,8175
752,367,Checking,GB10ASLU11060967936689,2021-10-14,94454
753,803,Savings,GB22QDBM78336599865046,2019-12-06,60590
754,951,Checking,GB09NOKH32033594394874,2024-10-03,82602
755,275,Credit Card,GB05RBYP52683970418206,2023-12-14,88429
756,211,Checking,GB60EHFX41534681925631,2024-07-18,46489
757,791,Credit Card,GB15CLXI37425212624222,2021-05-15,73255
758,325,Savings,GB57NHOH91152852159554,2024-06-13,77601
759,909,Checking,GB47QLXE57777125398138,2021-02-10,10609
760,685,Savings,GB35JRJW96336366747095,2023-03-10,62354
761,124,Credit Card,GB24QSIV25733294702138,2020-10-20,39830
762,94,Credit Card,GB14JTDU58447887515328,2021-04-10,50869
763,401,Credit Card,GB22ANVC81257238540307,2021-12-20,46159
764,847,Checking,GB70XYQL74593269973720,2022-09-13,64900
765,551,Savings,GB45KAWU69913586124084,2024-01-02,6137
766,717,Checking,GB72GBFH68321967718308,2023-11-04,75345
767,157,Checking,GB65GUEC56403824892761,2021-07-02,35831
768,401,Savings,GB77AKXH23782881937079,2023-03-30,11005
769,553,Credit Card,GB97KCEM08266457131216,2022-02-12,77655
770,192,Checking,GB69HSWB27537723375118,2024-01-27,88280
771,825,Savings,GB58SZSG00102450519410,2022-10-24,44498
772,604,Credit Card,GB22ANKE24264205759532,2023-03-26,39930
773,321,Credit Card,GB03BNBM48297120468908,2021-01-25,89801
774,485,Checking,GB95LOLW43239043358325,2021-04-28,94962
775,519,Credit Card,GB87UKVN22168946594255,2021-12-29,50068
776,19,Credit Card,GB24LOGE27985716630957,2023-10-13,28423
777,227,Savings,GB35LARF73676907567195,2021-03-11,75088
778,21,Checking,GB30JOPJ21389019815928,2021-12-08,79532
779,555,Savings,GB64TELW48734314345753,2019-10-29,96910
780,147,Savings,GB57DZXC09960357461886,2019-12-02,76131
781,278,Credit Card,GB73VARF67726628511774,2020-08-06,40443
782,915,Savings,GB03EZPD03236708330548,2021-08-10,43587
783,594,Checking,GB56TEFC52561886249491,2022-05-10,91460
784,96,Credit Card,GB10DEUY72319387551489,2022-02-22,67828
785,82,Savings,GB46MAJC50177860325743,2021-02-19,38558
786,150,Savings,GB68MVZW21183905283627,2024-05-06,81884
787,48,Credit Card,GB31OLGC94641796901302,2020-02-08,72392
788,302,Savings,GB28YGAJ01686465937573,2023-12-08,22721
789,492,Checking,GB51LUKF89836066702696,2020-08-14,48521
790,55,Savings,GB07SEGT83444424739297,2019-12-19,92722
791,899,Credit Card,GB60VTTS72109094563856,2020-09-24,86232
792,471,Checking,GB27PJJC88316809728962,2022-04-17,2561
793,712,Credit Card,GB38UWUR77263868150829,2023-01-29,53554
794,563,Checking,GB23FKEN00181808298815,2019-11-06,94595
795,740,Savings,GB88TMST86490329401444,2020-01-20,83751
796,335,Checking,GB96PYSP20722820726077,2023-11-04,97960
797,472,Credit Card,GB20KHSW17902995873263,2022-12-31,95636
798,648,Savings,GB32DPPN12909076865839,2022-04-29,5637
799,643,Checking,GB25SUNY25824139041266,2021-10-07,90305
800,812,Credit Card,GB67UNMW15980568319066,2024-04-21,25079
801,15,Savings,GB22IBYE74474946304253,2024-02-04,54734
802,386,Savings,GB47YTXG05774882347862,2024-09-09,35620
803,982,Savings,GB75BYFT74537101543203,2023-02-26,35722
804,507,Credit Card,GB85VMTG26344727288326,2023-09-06,90933
805,471,Checking,GB34HHPD52834254508835,2024-02-24,3169
806,186,Checking,GB62ANWP43079515343563,2022-10-18,25491
807,920,Credit Card,GB10LKUC50022496726050,2023-09-13,16752
808,684,Credit Card,GB84VDXX34696959902483,2021-03-18,5241
809,858,Checking,GB45GWYT04459156905557,2020-06-29,35930
810,156,Checking,GB47CLGI71005118188962,2021-04-22,49002
811,809,Checking,GB09GEPU36646895301893,2021-07-14,64136
812,317,Checking,GB15MFCG87482192818640,2023-09-23,53599
813,848,Checking,GB66KWFG30260666204997,2020-09-10,83843
814,828,Savings,GB96FBHJ34104268522958,2022-01-30,79345
815,199,Savings,GB67ANFV24760855187210,2021-11-29,76912
816,325,Credit Card,GB32EZLW79339848040862,2024-08-22,77959
817,260,Credit Card,GB88HOZK73665135514158,2022-12-13,94340
818,79,Credit Card,GB91PXQH63030595103872,2020-11-24,13534
819,335,Checking,GB60VBNG40155094657779,2023-05-22,68579
820,528,Credit Card,GB78YWLC89057892306985,2023-02-02,48097
821,197,Credit Card,GB90LCLT48248241888695,2020-09-18,31062
822,843,Savings,GB66BEJJ04066543200024,2024-06-20,60476
823,180,Savings,GB30XEIU39741635601071,2022-02-26,99063
824,737,Credit Card,GB11NUDQ76599948840402,2021-01-29,59987
825,963,Savings,GB68DBRQ11916207315155,2024-02-19,52285
826,419,Savings,GB60RRGT48071088111348,2019-10-31,38424
827,809,Checking,GB83FMLA86794994951789,2023-04-21,16791
828,123,Savings,GB72EJGC01786593051521,2020-01-07,92233
829,427,Credit Card,GB45RKMY46217819410401,2024-09-26,97302
830,766,Savings,GB62RWSY41182891384192,2023-08-23,13598
831,593,Checking,GB17ETCE54504020051280,2024-04-03,50827
832,160,Checking,GB89ABBC86237358096570,2023-11-21,90890
833,533,Savings,GB03PBCI25445241978383,2021-11-15,9345
834,561,Savings,GB12CXAE76810259016934,2020-08-04,30242
835,964,Credit Card,GB81OPJK32787619472932,2024-06-19,7451
836,999,Checking,GB14BDLK90918818341084,2020-03-25,8849
837,374,Savings,GB60SMBW09882696979109,2020-12-06,30715
838,368,Credit Card,GB25OCLE19701431646222,2023-07-06,11659
839,905,Credit Card,GB48CLHV67959871246691,2022-11-15,26431
840,512,Credit Card,GB24HVOE79519827499727,2024-09-26,72320
841,786,Credit Card,GB13XIUV40814334072125,2023-03-30,33219
842,746,Checking,GB93TRTE14891747482754,2021-04-15,98512
843,906,Credit Card,GB57PYZS28167872514720,2022-01-14,11454
844,186,Checking,GB27MKFS81072857461041,2022-03-29,58336
845,983,Checking,GB11LQWN14633256616073,2024-07-23,97766
846,318,Credit Card,GB35MUUW96768093069698,2021-08-21,76424
847,402,Checking,GB89HHOD67973423754821,2023-04-06,64046
848,928,Savings,GB26VAIU83640986392127,2020-08-28,40345
849,917,Credit Card,GB93KNIB11151897415949,2021-03-29,36304
850,757,Savings,GB97HWKB48429080142591,2022-04-06,19058
851,113,Savings,GB61IDTE01853606157739,2021-11-01,39792
852,118,Savings,GB94NZKP25958511912781,2021-06-06,75986
853,241,Checking,GB86BQXF25035229308078,2022-04-26,5088
854,482,Checking,GB97IIJN24341828153279,2022-02-28,55191
855,892,Checking,GB37ONEQ38036626363915,2021-05-25,28368
856,971,Savings,GB71GULE00226777095839,2024-04-24,74957
857,71,Credit Card,GB52OGFN54559284041125,2024-03-10,28031
858,54,Savings,GB54ABCC14992462608767,2022-01-25,9822
859,94,Checking,GB79JMWT38677272071809,2023-03-01,81595
860,197,Savings,GB41FUFI73450814473026,2023-05-12,62132
861,594,Checking,GB13MNZA75706380213355,2024-01-11,64745
862,229,Credit Card,GB06MBYY93657780610123,2022-09-14,43038
863,762,Savings,GB02CAYM68745367459069,2022-12-16,38114
864,20,Savings,GB63ZIHO40569800850115,2021-08-17,75896
865,446,Savings,GB06RQDH65265088531324,2020-08-24,49790
866,848,Credit Card,GB54CKMG33399196110746,2024-08-13,34356
867,795,Checking,GB32JGZU39852477474053,2022-06-12,8815
868,555,Credit Card,GB43WJVS35955245037224,2024-05-01,59703
869,782,Credit Card,GB78KEZL06658176361073,2023-02-17,38869
870,495,Savings,GB89EGML58786268257542,2023-09-19,34955
871,46,Credit Card,GB73RAFX73035937346481,2023-11-14,45981
872,45,Credit Card,GB49VPOL63933206282495,2021-06-16,61621
873,980,Checking,GB56TCJI30867047352468,2023-05-28,73488
874,592,Savings,GB81UXMT62144759401565,2023-07-22,95611
875,826,Credit Card,GB12TZEG16225189470233,2022-06-20,1010
876,967,Checking,GB55BRQC76337410878576,2022-12-06,9742
877,73,Credit Card,GB75RVKY55847812301189,2024-03-16,18109
878,777,Credit Card,GB84QUHE24586556469539,2020-09-02,62457
