credit_card_id,customer_id,card_number,card_type,expiration_date,credit_limit
623,982,4413022639936849827,Mastercard,05/26,44811
624,597,213158507220878,Mastercard,05/28,34409
625,395,4218212804243,Visa,05/32,18821
626,125,3572414053785353,Mastercard,09/25,43111
627,527,3591255954288170,American Express,12/24,7793
628,693,180097084103348,American Express,07/26,36790
629,166,4501308175226,Mastercard,05/34,21905
630,868,4444761009501142,Mastercard,10/27,13885
631,757,4919091667475975,American Express,04/28,33102
632,300,4336065577004047,Mastercard,06/28,10934
633,377,30156185841750,Mastercard,01/26,36612
634,185,377120123319197,Visa,01/26,29713
635,818,675923300817,Mastercard,03/34,18107
636,46,3542818523348971,American Express,03/27,35600
637,503,2255554886962624,Mastercard,08/29,47642
638,700,3536185617584798,Mastercard,12/30,6695
639,299,4590623251374,Visa,04/26,9326
640,835,3571763797542640,Mastercard,02/25,15494
641,946,6502802675899008,Mastercard,04/28,48514
642,533,370864241398529,Visa,09/30,21802
643,194,4887189124122,Mastercard,06/26,39412
644,430,373111983848486,Visa,11/28,47755
645,719,3599665167638601,Visa,07/29,6692
646,148,30074900888081,American Express,04/27,42394
647,314,3505726390670937,American Express,10/29,15927
648,440,30092396515778,Visa,04/30,28146
649,853,347078831137326,Mastercard,07/30,19013
650,936,4977199863544,Visa,08/33,13902
651,197,4895822800214529909,Visa,07/32,28487
652,473,373675995612338,American Express,10/31,44066
653,736,213112097120360,Visa,08/28,43385
654,235,4190163337112229913,Visa,08/25,20181
655,575,370260477766838,Mastercard,06/25,30680
656,692,4877845004563812062,Mastercard,12/31,44676
657,931,675976545599,American Express,09/30,40855
658,164,4636133083784271473,American Express,02/32,47062
659,615,180021261503047,Mastercard,11/33,5669
660,498,30501978982628,Mastercard,12/27,48748
661,177,3504233466473669,Visa,01/31,7112
662,819,30193545421403,American Express,08/25,37152
663,878,4173924562332999591,American Express,01/26,7275
664,974,36139974046470,American Express,10/31,25723
665,338,6545564945257685,American Express,06/28,13436
666,928,675984360106,Visa,12/25,47988
667,579,6586148394470526,Mastercard,01/31,38954
668,688,4749277175598798,Mastercard,10/30,6292
669,564,376157313842621,Visa,03/25,30604
670,729,060426908673,Visa,03/26,40040
671,118,4264789079864378,Visa,01/30,34784
672,698,4412731775495306,Visa,01/27,42940
673,696,344766365391508,Visa,10/26,19233
674,737,4757359878218376,Mastercard,11/28,6573
675,693,4283711364206,Mastercard,03/31,21627
676,767,349599784367097,American Express,09/34,12989
677,727,370906545738221,Mastercard,06/29,35954
678,490,344026860586213,Mastercard,08/32,23995
679,762,4795378554171001218,American Express,07/25,48741
680,662,4078021320918,American Express,12/31,45964
681,164,213113562185318,Mastercard,12/28,46824
682,103,4464612840458,American Express,08/32,31302
683,450,3556240565309808,Visa,02/29,45527
684,613,4649026118463,American Express,05/27,22582
685,610,2622661534433324,Visa,03/31,22523
686,906,4442962592957012,Visa,07/26,34616
687,830,4553005341135962,Mastercard,08/25,17675
688,426,4606324188127637,American Express,10/30,35891
689,338,30107606457817,Mastercard,01/33,39873
690,722,3582752800004513,American Express,04/31,44911
691,423,374166240534161,Mastercard,03/29,35722
692,556,340426655617781,Mastercard,01/32,8510
693,146,3517001398656627,American Express,07/28,12126
694,350,345357221470030,Mastercard,08/30,49479
695,683,3504980576192130,Visa,11/29,45013
696,621,4037595524263,Visa,07/30,37024
697,406,4870500277279012,Mastercard,02/25,23744
698,507,4599831655551395,Visa,10/26,15191
699,162,3598701616236753,Mastercard,01/25,24634
700,507,3569563952648909,Visa,01/32,47280
701,475,3500952126762831,Mastercard,10/28,17631
702,988,5224993003440059,Mastercard,04/25,14923
703,165,2666274150432211,Mastercard,08/29,39210
704,650,340361851999016,American Express,02/25,47602
705,961,213193181144680,American Express,07/32,39095
706,728,30108577120590,Mastercard,02/25,27534
707,481,630459770180,Visa,05/34,40118
708,27,578498818074,Mastercard,09/31,43277
709,80,3562094211649568,Visa,05/33,12912
710,943,340946601840864,Mastercard,09/34,14105
711,546,4497472660952469,Mastercard,03/29,8829
712,582,4482821977325644,Visa,05/31,24906
713,770,2607081137527613,Visa,01/34,14024
714,853,2718084162930328,Mastercard,08/26,37725
715,559,4704353738521370,Mastercard,10/32,19918
716,945,4237221223088136051,Mastercard,05/30,29731
717,833,4649997581110141,Visa,01/31,18369
718,663,4956588850921057,Visa,05/26,29563
719,895,6526545586324341,Mastercard,06/30,39803
720,672,6011307558578038,Mastercard,06/28,31923
721,87,4738680563330133,American Express,05/27,24883
722,542,4679396427582,American Express,11/24,29359
723,921,2276260817837712,Visa,12/28,31274
724,642,4766972833042,Visa,09/30,14829
725,383,180040454008341,Mastercard,12/25,28054
726,550,3516853099600002,Mastercard,07/25,25958
727,224,4601131813393160,Visa,06/28,38442
728,345,180027135051642,American Express,04/28,37962
729,214,2720474204883211,Mastercard,03/29,47755
730,432,502034956511,American Express,09/26,5680
731,39,630409775420,Visa,12/29,20701
732,797,4722122931042791,American Express,09/34,14454
733,875,571911779213,Visa,12/31,27915
734,515,4940164775211971,Visa,05/33,38424
735,293,4301837172426788,Visa,08/25,13746
736,49,6582814766844267,Mastercard,01/32,6814
737,652,4589436710287316,Visa,04/25,40322
738,279,3597043260179158,American Express,03/26,42615
739,604,630493107514,Visa,09/27,35998
740,704,4651031177054266734,Mastercard,08/26,13318
741,316,4623783348100330,American Express,07/31,37763
742,138,3564269987729756,American Express,03/32,8848
743,500,4030051253866065291,Mastercard,12/24,30725
744,84,4150564901590823,Visa,12/32,7927
745,818,4646802905394798,Visa,11/32,7942
746,389,3546688628853977,American Express,08/31,34787
747,274,2720312445483062,Mastercard,01/31,22542
748,184,4674738242075053681,Visa,02/26,8665
749,118,4887757009170190948,Mastercard,02/32,15412
750,91,30206589358925,Mastercard,09/30,45947
751,270,2258189345563858,Visa,04/27,23384
752,771,3522530859386764,Mastercard,01/25,46333
753,155,060409676685,Visa,05/27,11573
754,10,213128298143308,Visa,06/25,41305
755,746,347342570158822,Visa,10/27,40804
756,483,3574693283088062,Visa,08/31,10352
757,861,4590731884538,American Express,12/32,21235
758,156,3575556105893325,Mastercard,01/26,26435
759,811,4315987994827,Visa,08/29,48555
760,982,30104379409802,Visa,01/31,23152
761,930,4144691414520281550,Visa,02/27,24277
762,582,30279155401866,American Express,12/29,17790
763,374,6011255507433211,Mastercard,10/31,28686
764,579,180025188609589,Mastercard,07/31,26819
765,153,4800448018045751774,American Express,10/26,46630
766,915,3549627035764069,Mastercard,04/34,10512
767,917,4039847665597,Visa,08/33,40660
768,215,4771740899593153101,Mastercard,07/28,8303
769,969,6512957651901083,Visa,09/29,48678
770,912,30141652554631,American Express,01/30,8864
771,829,588982929519,American Express,02/34,39645
772,608,4885938124674238,Visa,03/30,26985
773,103,4834921672414969,American Express,06/33,17299
774,303,4604370998588154064,American Express,09/28,34387
775,514,4059722851039,American Express,12/30,42332
776,726,564843110946,Visa,01/30,49768
777,56,676323635901,Visa,06/34,7280
778,786,4855888126731849,American Express,09/31,15452
779,814,4173209840375133,Mastercard,09/26,30706
780,508,4358226681587805,Visa,10/29,32768
781,7,4117841282433720,American Express,07/32,13564
782,265,2297619410330166,Mastercard,03/32,17238
783,171,5379350463238478,Visa,11/27,10210
784,999,675992781129,Visa,08/30,30613
785,18,345401254974763,Visa,02/27,11900
786,962,213105020992780,Visa,10/24,29018
787,27,4678203829104317,Visa,08/25,8216
788,220,4030124146839414,American Express,11/29,37147
789,799,4976190088648515,American Express,05/28,37618
790,25,3567823127534794,Visa,01/25,48710
791,624,6011401778907497,Mastercard,05/32,30023
792,757,213163132721647,Visa,05/30,29745
793,511,2475627055965141,Mastercard,10/33,43888
794,689,3545836964279759,American Express,10/29,45977
795,252,5546782623639633,Mastercard,06/31,42389
796,552,3595699566104075,Mastercard,03/31,38207
797,369,213180175327801,Visa,11/29,7151
798,19,4445238769577,American Express,09/30,21468
799,823,568531892269,American Express,01/32,33586
800,473,676211825671,American Express,07/27,21955
801,201,4890850707211168,Mastercard,03/28,16136
802,420,3586710928076660,American Express,04/29,46817
803,961,38335569489012,Mastercard,10/31,18247
804,139,3544507948744264,Mastercard,04/34,22685
805,461,38881210615307,Visa,07/31,12662
806,927,3577952607849121,Mastercard,04/26,26117
807,10,30426901491671,American Express,09/25,30740
808,692,4099625449607632025,American Express,05/25,43105
809,754,676334120026,Mastercard,05/34,11148
810,100,3534387013230420,Mastercard,04/33,23198
811,365,502033989570,American Express,12/29,38471
812,37,6011696358663416,Visa,01/27,13828
813,208,6575067394451885,Mastercard,06/33,21519
814,444,6011503519813403,American Express,10/24,6307
815,226,349114396729161,American Express,08/33,10464
816,22,3517922648141534,Visa,09/25,21286
817,92,3520475716362776,Visa,04/29,42646
818,778,30246884174759,Visa,05/26,18810
819,574,3504926407962803,Visa,03/27,41653
820,577,180060014180976,Visa,05/26,37779
821,149,3506317197720924,Visa,09/29,35372
822,941,4356806421725872,Visa,05/28,20402
823,726,3536841176141376,Visa,01/30,16600
824,169,345255045393653,Mastercard,02/32,37326
825,128,5411517957743029,Visa,04/34,39852
826,147,6011035420857336,Mastercard,01/26,38020
827,188,4157235242062425524,Visa,12/32,24910
828,211,36204476119926,Mastercard,11/30,17963
829,289,180080613623200,Visa,09/30,28747
830,472,30054625321634,American Express,04/25,28992
831,685,4523473679873,Visa,02/32,46282
832,674,180061478036480,Visa,01/26,23014
833,188,6011246976866064,American Express,04/26,34014
834,498,4055487297385335629,Mastercard,12/24,15258
835,875,4350984805759357,American Express,10/29,16935
836,85,503882955316,American Express,03/33,33700
837,864,2234516197911604,American Express,01/27,28953
838,230,4500393429993,Visa,08/28,19517
839,823,4274381006375,Visa,11/32,17816
840,924,341528811906401,Mastercard,09/27,34183
841,148,3584339774370076,Visa,12/30,32781
842,661,4923877083398617,American Express,02/34,49068
843,302,4221130109435768,American Express,01/29,34449
844,136,3544137659076662,Visa,09/31,20886
845,651,565889713022,American Express,12/25,26734
846,97,3564745810529042,Visa,03/33,22056
847,824,503823882074,American Express,10/26,25654
848,421,36647019339528,American Express,07/29,46461
849,696,180021726721341,Visa,03/32,40302
850,115,502010950884,Mastercard,02/26,9356
851,605,4168078201125610,American Express,11/30,35813
852,431,4538568807882,Mastercard,06/29,42664
853,105,4231632493872553698,Mastercard,10/32,37073
854,524,213111683872624,American Express,12/24,41452
855,557,3524486362238398,Visa,12/25,33668
856,96,3539622159118293,Visa,10/28,10844
857,792,4078383717971039,Visa,10/32,23538
858,473,4207364372612,Visa,03/31,33093
859,89,3523411130595235,Mastercard,03/27,22219
860,164,340789650424614,American Express,09/34,23682
861,953,370086086599835,American Express,01/30,24217
862,818,3584369683032848,American Express,05/29,15943
863,21,4515875841504344047,Visa,11/24,44668
864,888,4960100586635847,Mastercard,01/26,40051
865,797,30585920710682,American Express,07/25,15668
866,991,30323400713749,American Express,07/34,28844
867,99,30173640377296,Visa,06/25,27524
868,445,3546491616350894,Visa,07/25,13647
869,15,180081857167250,Mastercard,09/29,13805
870,237,377020293501352,Visa,10/33,13843
871,812,180057152210367,American Express,01/28,46646
872,910,4712995457141246665,Mastercard,10/29,48084
873,120,180003960585020,Mastercard,02/25,41389
874,758,213122250040420,Visa,12/28,6806
875,873,3532140736270054,Visa,07/28,33412
876,535,6533993301729678,Mastercard,06/27,48961
877,956,3507054704048775,American Express,06/32,49905
878,847,6544111383442535,Visa,12/24,33591
879,828,4222885943585745661,Mastercard,03/26,8385
880,712,639033944377,American Express,11/27,31062
881,389,3565700028155584,Visa,08/29,16437
882,486,4185382712070797,Mastercard,04/32,32132
883,210,6568574598071384,American Express,03/29,5967
884,65,4003252293288102,American Express,07/30,32461
885,26,3512654427047591,Mastercard,03/33,28464
886,823,4712686637428,Visa,04/29,24686
887,689,4159626851844,Visa,05/32,25851
888,177,379037192692049,Visa,12/29,17240
889,736,180084057857480,Mastercard,08/33,27083
890,127,4092396570838956,American Express,07/27,24033
891,216,3526823361883865,Visa,01/31,9488
892,253,4286078692010,Mastercard,12/33,33047
893,497,213104422549686,Visa,06/25,16583
894,902,4759710180979670716,Visa,05/31,7212
895,662,3546739539902658,Visa,09/30,47312
896,90,4902183693670940,Mastercard,03/32,47151
897,736,4444872238692550,American Express,11/33,12719
898,609,4010252385047,Visa,01/30,42774
899,206,4432613260950,Mastercard,06/28,44266
900,900,30566955515436,Visa,12/25,13672
901,774,4798949158252,Visa,06/30,46799
902,225,180097962602239,Visa,03/33,5204
903,766,3518886948249553,American Express,12/33,37008
904,87,370477264271745,American Express,04/32,10729
905,55,4003104306615443,American Express,06/26,23329
906,396,213163059032291,American Express,07/27,26972
907,101,370888201298916,Visa,04/34,46245
908,47,3526001550769340,American Express,06/25,31530
909,760,3526428188650511,Visa,02/30,42879
910,188,6011218419966793,American Express,11/29,23933
911,49,213163567870638,Visa,05/33,43529
912,953,568376195877,American Express,09/25,22543
913,799,213179907405729,Mastercard,08/31,33636
914,969,4396415603254990,Visa,02/31,49817
915,313,3547992998132890,American Express,02/34,10293
916,350,4104530291163734,Visa,08/33,36906
917,592,4633697301186,Mastercard,01/28,20216
918,126,30235684596345,American Express,04/30,39637
919,40,36287854036150,American Express,03/28,45552
920,26,676245653016,Mastercard,07/34,43508
921,324,6518968485705099,Mastercard,07/34,45559
922,809,3533156630704633,Visa,06/29,29704
923,758,4002964056949297,American Express,03/26,34272
924,396,3510635659737076,Mastercard,02/32,5532
925,203,3523319036343586,American Express,02/32,23059
926,844,2720551328094195,Mastercard,05/34,29406
927,36,6011356334140290,Mastercard,12/28,36733
928,224,3500856777764998,American Express,09/32,9814
929,796,346030114720196,Visa,06/30,43498
930,136,4352276520833288,American Express,05/28,44155
931,713,213173127175949,Visa,04/27,19787
932,721,3593554280087696,American Express,11/28,32649
933,647,213155132139937,American Express,12/33,26638
934,738,6509811837327124,Mastercard,09/25,43551
935,602,4313341958159834,Visa,02/25,18067
936,21,4682989291413673,American Express,04/29,31825
937,401,639036808140,Mastercard,01/28,38977
938,211,180039994014066,Mastercard,05/32,8354
939,766,3594534144386483,American Express,09/34,45992
940,194,342432987258987,Mastercard,10/26,21857
941,105,3594501409163873,Mastercard,12/30,20233
942,204,3548633286321469,Visa,06/29,31630
943,314,4426052453679333,Visa,10/25,20270
944,952,4790791402147796059,American Express,09/25,13173
945,230,4801941694546,Mastercard,06/26,14794
946,2,348881533587451,Mastercard,02/33,39750
947,544,4016047682867537880,American Express,04/25,18153
948,430,340460099875671,American Express,05/25,49520
949,316,30401837246630,Visa,02/25,37378
950,320,180016512264985,Mastercard,10/28,29852
951,205,30233543329289,American Express,04/32,25192
952,564,180099707606418,Visa,04/34,25048
953,874,30554573030707,Visa,07/25,47672
954,68,4482891956407,Visa,03/31,14175
955,5,4137071652676007,American Express,03/33,20403
956,213,4286389170496323919,Mastercard,02/32,9638
957,569,213134415039304,Visa,02/28,42560
958,780,3554373550186881,Mastercard,04/28,48671
959,116,4476924165366384,Visa,12/25,21283
960,260,4853550627288032,Visa,12/24,31393
961,389,5418621753368099,American Express,12/25,40901
962,738,4104340705139126,Visa,07/25,27990
963,857,6579750709294399,American Express,05/26,27943
964,301,3555908237662058,Visa,07/29,34763
965,175,346660678945456,Mastercard,02/26,31919
966,375,575289716079,American Express,05/27,12485
967,371,676337144759,American Express,07/34,27060
968,466,3526622676065790,American Express,04/28,44571
969,100,3535138224974119,Mastercard,07/32,31693
970,722,4335906256731635,Visa,09/31,39312
971,7,4295687522435106,Mastercard,04/26,35687
972,407,30443104022112,American Express,05/29,6421
973,269,375070286197918,American Express,05/34,30321
974,147,6011274617669556,Visa,12/30,25489
975,699,4837444887493612985,Mastercard,07/27,28418
976,372,4346561292641525,Visa,08/33,37974
977,426,3569314306944838,Visa,03/34,39327
978,765,30208641367167,Visa,11/29,46407
979,591,676228343767,Mastercard,07/25,39962
980,340,372239620972400,Mastercard,06/33,26402
981,820,30378239642600,American Express,07/32,6217
982,555,3501212563731289,Visa,10/24,49401
983,578,4637776210564410829,American Express,06/28,29188
984,676,3598639714898738,American Express,02/34,34552
985,453,4452280182659,American Express,11/32,22714
986,863,6532847567650948,American Express,06/33,35020
987,296,675928318392,Visa,04/34,33256
988,138,4033462939604323,American Express,12/30,11945
989,658,4918350648241,Mastercard,05/32,18048
990,978,4177202152982030,Visa,12/25,39100
991,333,4480098255797,American Express,08/31,7950
992,492,213151656950510,Mastercard,09/30,10263
993,3,4574780749971268,Mastercard,02/34,47701
994,229,6548507397942616,American Express,08/34,31169
995,380,4065871756573620,Mastercard,09/25,20816
996,987,588571119480,Mastercard,09/25,34142
997,743,4350924173284,Mastercard,03/25,12527
998,728,340910310616957,American Express,01/25,10922
999,651,2481630626690828,Visa,06/29,16857
1000,945,2237203941489271,American Express,05/25,44983
1001,740,3542698111061008,Mastercard,10/26,18096
1002,449,6529848030251418,Mastercard,12/27,37225
1003,793,377795493369524,Mastercard,01/27,32896
1004,296,180048040947880,Mastercard,04/30,26280
1005,478,6525546580117161,American Express,02/33,35227
1006,459,2720717762107740,American Express,10/32,41020
1007,906,2296834300766079,Visa,12/31,12523
1008,912,30108589348965,Visa,02/31,30007
1009,655,4132792281492,Visa,02/27,22616
1010,106,30291484416036,American Express,12/28,19148
1011,95,2708528914239190,Visa,02/26,28568
1012,71,4587108327844878,Mastercard,08/26,36193
1013,621,4061485247553,American Express,06/27,21866
1014,235,3504983046220218,Mastercard,12/27,29452
1015,393,585782384754,American Express,03/34,36074
1016,48,180030623241162,Visa,07/32,46017
1017,581,4860978684009366,Mastercard,12/25,24797
1018,837,3565430037187515,American Express,12/29,9231
1019,902,4791614142892143,American Express,03/32,16019
1020,269,213149493840720,Visa,11/24,40236
1021,670,4177239011013181815,Visa,08/31,24876
1022,459,3534615945560401,Mastercard,09/33,9309
1023,14,4635536100243512605,Visa,05/34,21364
1024,211,4473471375285734,Visa,04/30,7482
1025,611,3509681841861872,American Express,06/28,45628
1026,660,4650240721863766,Visa,11/33,17631
1027,118,180059673525711,Visa,02/26,28638
1028,370,6011482280141650,Mastercard,11/29,13951
1029,302,3509384136211479,Visa,12/30,42132
1030,538,4810096076334168,American Express,04/34,21260
1031,605,3526528963522700,American Express,10/33,15224
1032,946,4432150747203,Visa,03/30,14597
1033,742,4261612188650635516,Mastercard,05/26,26955
1034,223,6599741798475250,Mastercard,11/25,7362
1035,252,5509609516742601,Mastercard,04/30,38573
1036,315,3537163390838706,Mastercard,05/25,48924
1037,958,30135404197475,American Express,07/30,41600
1038,229,3515849144630144,Mastercard,05/34,45153
1039,882,180000116895097,American Express,05/29,30738
1040,347,4089785011336221,American Express,07/34,5290
1041,389,4104545679951051936,Mastercard,11/26,41045
1042,652,4496742915346035,Visa,03/34,7011
1043,449,676124944676,Mastercard,07/31,18133
1044,393,36956837862755,Mastercard,10/30,39360
1045,248,3514863156714069,American Express,05/26,23337
1046,457,213193825578160,Mastercard,09/30,5368
1047,872,3572373214454251,Mastercard,06/27,22391
1048,674,4082974965076666593,Mastercard,08/26,22104
1049,115,4960471749332543,Visa,06/34,6264
1050,306,3590420336660303,Mastercard,11/26,24493
1051,581,373533329760796,Mastercard,06/29,29688
1052,741,2273788325985964,American Express,11/33,31413
1053,321,4713593235693094,Visa,07/25,40797
1054,201,30473112237485,Visa,12/28,25828
1055,231,180085620787625,Mastercard,05/33,48769
1056,734,6011649409503057,Mastercard,06/31,22872
1057,955,560343249333,Mastercard,03/26,42142
1058,157,36128287432055,Mastercard,03/34,12721
1059,891,30453922822130,Mastercard,01/31,6826
1060,935,3565554095189053,Mastercard,10/30,37267
1061,923,3587179915186230,Mastercard,10/27,22534
1062,388,3561681852055815,Mastercard,11/26,14406
1063,821,3529403811132036,American Express,09/29,25017
1064,709,4845023915508561,Mastercard,08/27,28346
1065,223,676221699181,Visa,02/25,13844
1066,786,2296279737896760,Mastercard,02/34,19131
1067,955,4430529002755,American Express,10/27,8080
1068,461,4503126702613230,Mastercard,11/28,22562
1069,488,36133209240602,American Express,12/32,40643
1070,208,3540514234411040,American Express,10/25,32626
1071,841,3526603969976331,American Express,09/30,11587
1072,208,3500147474048020,American Express,11/31,49116
1073,240,2710648416601071,American Express,05/27,10976
1074,112,3500567040423755,Mastercard,04/32,38754
1075,313,4158509216595571,American Express,11/24,34673
1076,403,503820232828,Mastercard,12/24,34584
1077,553,639031864361,Mastercard,04/32,37124
1078,783,30396004944431,Mastercard,12/33,10759
1079,633,676358251855,Visa,06/26,20244
1080,490,676139984709,American Express,11/27,12682
1081,871,4620738529727,Mastercard,02/25,41672
1082,622,4104318905932615,Mastercard,01/33,27396
1083,59,4033403138243346978,Visa,06/32,41963
1084,778,30491278801597,Mastercard,01/27,11926
1085,235,4422409978552177,Visa,03/33,40692
1086,790,30360951658964,American Express,09/33,24554
1087,364,30097796624088,Mastercard,08/28,10125
1088,343,3565156261594312,American Express,08/27,18023
1089,619,675964212061,Mastercard,01/30,25932
1090,215,4994617845779736,American Express,11/27,10077
1091,923,180079608218232,American Express,02/29,47577
1092,862,213177579212936,American Express,06/32,37565
1093,718,4731935775936003,Mastercard,09/31,17925
1094,987,4133238568197642,American Express,05/32,20340
1095,902,3589398713429596,American Express,12/30,5798
1096,782,347909141466189,Mastercard,03/28,16600
1097,225,4670662277298962,Visa,11/31,21024
1098,209,4928835743242067,Visa,02/26,19355
1099,138,4595639366283495207,American Express,05/34,34935
1100,478,6011816420621305,Visa,04/27,17272
1101,380,3520476321042878,Visa,08/25,9430
1102,330,376608715346801,Mastercard,03/25,46930
1103,226,180083448575371,Mastercard,05/32,36262
1104,115,3565826002701406,Visa,04/31,42415
1105,236,30244888625199,Visa,01/29,24101
1106,701,340419615132256,American Express,01/31,44833
1107,765,180082508922887,American Express,06/32,46572
1108,952,2516748238500315,Mastercard,05/26,7740
1109,136,4386855294848029710,Visa,01/28,36384
1110,535,213181907906656,Visa,08/29,37016
1111,170,4091533823055,Mastercard,10/32,20270
1112,323,4956685420397899,Visa,10/26,24097
1113,507,2714439954808591,Mastercard,01/29,23866
1114,647,587066272440,American Express,12/27,47382
1115,76,639068671721,Mastercard,05/28,8936
1116,880,348219865885492,American Express,11/33,7089
1117,908,3577992852416846,Visa,01/29,45697
1118,773,5563277971513884,Visa,10/32,23494
1119,600,6577759803926964,Visa,11/29,38408
1120,678,213129548664903,Mastercard,04/33,17254
1121,57,4955365186413492,Mastercard,09/31,17749
1122,636,2508176320600746,Mastercard,03/31,14298
1123,968,4144245832250,Visa,02/30,28637
1124,234,6561300580160523,Mastercard,06/29,13207
1125,173,3514995063085363,Visa,09/34,13561
1126,624,4310908799172584798,American Express,10/26,44886
1127,944,3509368762152883,American Express,01/26,19435
1128,821,30415737473045,American Express,12/24,32684
1129,284,3532625575045385,Visa,05/27,44374
1130,203,4326087201777154985,Visa,07/25,28557
1131,435,4717657117919061,Mastercard,08/30,40478
1132,293,3541797729486895,American Express,11/26,45538
1133,699,4082320456919598913,Mastercard,02/25,22071
1134,35,563043623799,Visa,01/28,33485
1135,140,4729516560275913499,Mastercard,01/33,19566
1136,884,340521884669684,Visa,03/32,49012
1137,432,4526162177014319768,American Express,03/32,10470
1138,732,5345522034361903,American Express,08/31,35421
1139,585,4161578412716,American Express,11/29,40263
1140,2,180048873837349,Visa,10/33,18663
1141,457,6011910862058553,Visa,09/34,35146
1142,474,213191264624545,American Express,06/34,24555
1143,848,4002035618422,American Express,05/29,36675
1144,959,3516046095222463,Visa,03/28,11617
1145,164,6011886133143681,Visa,09/32,46194
1146,631,4786485210536301,Mastercard,06/29,20004
1147,477,3592003885766537,Visa,03/27,11213
1148,397,3548527378389444,American Express,08/30,37003
1149,812,4722088686907,Visa,05/25,45161
1150,388,060451671238,Mastercard,11/24,46578
1151,563,377959579525355,Mastercard,11/28,40468
1152,565,370380890052135,American Express,09/32,15753
1153,763,4638504019848152,Visa,07/31,42677
1154,363,4164210622514882,Mastercard,08/26,20093
1155,247,4862960341240554100,Visa,01/30,49997
1156,693,6011245258522668,Mastercard,11/31,19199
1157,507,3557823920962533,Mastercard,09/31,26992
1158,679,4513245747926,Mastercard,09/34,42420
1159,502,3528362488200974,American Express,11/32,41705
1160,335,4234200178698,American Express,04/30,47555
1161,84,4034680980754585,Mastercard,04/32,37828
1162,218,213194367355728,American Express,04/26,16930
1163,625,6011879572007319,Visa,07/26,29072
1164,119,2576093005228486,American Express,07/27,30313
1165,298,4994436402741140,Mastercard,11/31,6292
1166,92,4324991714589067,Visa,06/30,16486
1167,30,4353677467911826453,American Express,07/29,6221
1168,902,2262834713222108,Mastercard,08/33,41743
1169,655,6011253065933912,Mastercard,07/34,36609
1170,953,4441699372466241,Mastercard,09/33,33630
1171,904,675964531049,Mastercard,08/30,19080
1172,600,180090984417645,Visa,07/29,12515
1173,940,060456985310,Visa,05/33,38953
1174,257,213123257416878,Visa,02/26,18243
1175,879,4758224216862864,Visa,03/27,9542
1176,795,4921399376998,American Express,08/32,15722
1177,743,577226530167,Mastercard,11/33,44652
1178,884,4611481466381873,Visa,06/32,9036
1179,599,2269592125794071,Mastercard,11/24,45652
1180,474,180010529701063,Visa,03/26,20041
1181,674,4038252343824889,Mastercard,01/25,47573
1182,309,3514725259016843,American Express,10/32,17382
1183,542,4714708060427249,American Express,01/27,7794
1184,777,4760782393664460613,Visa,07/34,5277
1185,804,4610121786027092,American Express,10/29,9991
1186,110,503864109361,Mastercard,09/26,44466
1187,495,675984861038,Visa,07/34,11802
1188,22,3589574332803250,American Express,05/27,45616
1189,652,568907110379,Mastercard,05/29,41081
1190,209,4437525282461939,American Express,07/34,31091
1191,806,30264999780188,Mastercard,06/25,14028
1192,684,4831977291786503,Visa,03/29,36917
1193,80,4276488384076,Mastercard,12/27,43056
1194,116,4598259340288,Mastercard,02/25,14415
1195,524,6011840043300667,American Express,04/27,20189
1196,445,6011547948417153,American Express,07/30,41509
1197,351,4297632714755752,Visa,11/25,28955
1198,704,2701632406496081,Visa,10/31,38711
1199,327,4816194618981549,American Express,04/25,26788
1200,573,2243136116374088,Visa,04/26,37408
1201,474,213145272188323,Visa,01/30,38230
1202,303,6515183551597627,Visa,10/33,26603
1203,924,344253441788825,American Express,12/27,31545
1204,383,3588906173161466,American Express,07/33,6268
1205,840,180050039304917,American Express,12/26,30789
1206,242,30468102086652,Visa,07/27,13192
1207,248,180036194548083,American Express,09/34,30672
1208,788,378400788573224,Mastercard,03/31,10964
1209,40,4756292670238451,Mastercard,04/32,46994
1210,198,4984884431125186550,Mastercard,01/34,36465
1211,313,3562193528362848,Visa,05/29,48644
1212,285,4317443836675,American Express,05/26,28672
1213,848,3530623707006427,Visa,05/31,23218
1214,908,2720135118795318,Mastercard,03/30,42210
1215,967,4747886011685,Mastercard,07/28,14062
1216,224,4694717991849946,Visa,10/24,40854
1217,684,6011955928881365,Visa,07/26,9143
1218,366,180037319192724,Visa,09/26,49434
1219,4,3503853032861443,American Express,02/26,47588
1220,476,2236519468057204,Visa,07/25,6838
1221,526,4133190283276989,Visa,08/29,43895
1222,790,675993444420,Visa,02/30,32950
1223,143,6535645041235758,American Express,06/34,48637
1224,517,4938650597762047,American Express,11/32,38781
1225,413,587360404129,American Express,09/29,31237
1226,764,6574151745334239,Visa,04/28,36104
1227,179,6011732156642813,Visa,06/34,40892
1228,9,4259443526157906,American Express,03/32,12399
1229,784,180072804496694,American Express,01/32,28858
1230,176,4595314433843982,Mastercard,07/28,44246
1231,857,3518696037861212,American Express,07/28,26402
1232,761,2269371200744339,American Express,06/29,45110
1233,47,4782341009080353,American Express,03/28,20942
1234,160,4093699713765,Visa,06/28,48238
1235,640,4956717537255759,Mastercard,04/27,8577
1236,308,501893912508,Visa,03/30,24464
1237,498,4225260934146892660,American Express,08/25,43719
1238,687,3519649264911894,Visa,06/30,37652
1239,779,180035637525393,Mastercard,11/25,6229
